SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR_1,COURSE_DESCRIPTION
50371,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,11:00,13:50,F,22,,"Esirgen, Gokhan",KAPB11,22,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50368,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,11:00,13:50,T,22,,"Esirgen, Gokhan",KAPB11,22,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50372,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,14:00,16:50,T,21,,"Esirgen, Gokhan",KAPB11,21,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50369,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,11:00,13:50,W,24,,"Esirgen, Gokhan",KAPB11,24,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50367,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,8:00,10:50,W,0,,"Esirgen, Gokhan",KAPB11,0,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50375,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,N,14:00,16:50,F,0,,"Esirgen, Gokhan",KAPB11,0,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50373,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,14:00,16:50,W,22,,"Esirgen, Gokhan",KAPB11,22,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50376,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,17:00,19:50,W,22,,"Esirgen, Gokhan",KAPB11,22,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50374,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,14:00,16:50,H,23,,"Esirgen, Gokhan",KAPB11,23,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50370,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,11:00,13:50,H,22,,"Esirgen, Gokhan",KAPB11,22,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50366,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,L,,Y,8:00,10:50,T,8,,"Esirgen, Gokhan",KAPB11,8,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50363,LASN,PHYS-135B,1,0,0,Physics for the Life Sciences,Q,,Y,17:00,18:20,T,207,,,SAL101,207,"Fundamental laws and principles of physics emphasizing areas | related to life sciences. Prerequisite for Biological Sciences, | Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. | (Duplicates credit in 105abLg and 125L)."
50570,LASN,PHYS-163,1,4,4,Advanced Principles of Physics III,C,,Y,12:00,13:50,MW,25,,"Macdonald, Scott",SLH102,25,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50575,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,N,8:00,10:50,F,0,,"Esirgen, Gokhan",KAPB29,0,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50579,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,Y,14:00,16:50,W,4,,"Esirgen, Gokhan",KAPB29,4,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50578,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,Y,11:00,13:50,H,2,,"Esirgen, Gokhan",KAPB29,2,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50576,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,Y,11:00,13:50,W,0,,"Esirgen, Gokhan",KAPB29,0,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50577,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,Y,11:00,13:50,T,2,,"Esirgen, Gokhan",KAPB29,2,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50574,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,N,8:00,10:50,H,0,,"Esirgen, Gokhan",KAPB29,0,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50572,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,Y,8:00,10:50,T,2,,"Esirgen, Gokhan",KAPB29,2,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50573,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,Y,8:00,10:50,W,1,,"Esirgen, Gokhan",KAPB29,1,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50583,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,Y,17:00,19:50,W,0,,"Esirgen, Gokhan",KAPB29,0,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50581,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,N,14:00,16:50,F,0,,"Esirgen, Gokhan",KAPB29,0,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50585,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,N,11:00,13:50,F,0,,"Esirgen, Gokhan",KAPB29,0,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50582,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,N,14:00,16:50,T,0,,"Esirgen, Gokhan",KAPB29,0,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50580,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,N,14:00,16:50,H,0,,"Esirgen, Gokhan",KAPB29,0,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50584,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,L,,Y,17:00,19:50,H,14,,"Esirgen, Gokhan",KAPB29,14,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
63560,LASO,CORE-112,1,4,4,Writing Seminar II: Thematic Option Honors Program,C,,Y,15:30,16:50,TH,11,,"Petitti, Michael",AHF410G,11,Students may not take this course on a P/NP basis.
50571,LASN,PHYS-163,1,0,0,Advanced Principles of Physics III,Q,,Y,17:00,18:20,W,25,,,SLH102,25,"Interference and diffraction of waves, special relativity, quantum mechanics, atomic physics, nuclear physics, condensed matter physics, elementary particles."
50470,LASN,PHYS-190,1,1,1,Physics Discovery Series,C,,N,TBA,TBA,,0,,,OFFICE,0,Introduction to current research activities of the faculty of the Department; topics of current and popular interest among the wider community of physicists. Graded CR/NC.
50502,LASN,PHYS-316,1,4,4,Thermodynamics and Statistical Mechanics,C,,Y,8:00,9:50,MW,20,,"Haselwandter, Christoph",VHE217,20,"First, second, and third laws; thermodynamic potentials, applications; distribution laws, kinetic theory, transport phenomena, specific heats."
50508,LASN,PHYS-408B,1,4,4,Electricity and Magnetism,C,,Y,14:00,15:50,TH,25,,"Abram, Marcin, Jaroslaw",GFS222,25,b: Electromagnetic induction; AC circuits; Maxwell's equations.
50510,LASN,PHYS-438A,1,4,4,Introduction to Quantum Mechanics and its Applications,C,,Y,10:00,11:50,TH,26,,"Levenson-Falk, Eli",WPH102,26,"Concepts and techniques of quantum mechanics; free and bound states, the hydrogen atom."
50526,LASN,PHYS-495,1,2,2,Senior Project,CL,,Y,TBA,TBA,,13,,"Peroomian, Vahe",OFFICE,13,An original project will be constructed applying computer | technology (in either hardware or software) to produce a result | useful in the physics classroom or laboratory.
50600,LASN,PHYS-500,1,1,1,Graduate Colloquium,C,,Y,16:00,17:20,M,41,,"Haas, Stephan, Wolfgang",SSL202,41,Topics of current research interest in physics and astronomy. | Lectures directed to physics graduate students by faculty of the | department and by outside speakers.  Graded CR/NC.
50606,LASN,PHYS-508A,1,3,3,Advanced Electricity and Magnetism,C,,Y,10:00,11:50,MW,15,,"Saleur, Hubert, Michel",KAP145,15,"a: Electrostatics, boundary value problems, multiple expansions, microscopic models of matter, magnetostatics. b: Maxwell's equations, potentials and gauge transformations; electromagnetic waves; wave guides; electromagnetic radiation; special relativity."
50614,LASN,PHYS-516,1,3,3,Methods of Computational Physics,C,,Y,9:00,9:50,MWF,14,,"Hen, Itay",KAP145,14,Introduction to algorithm development.  Integration of ordinary | differential equations; chaotic systems; molecular dynamics; Monte | Carlo integration and simulations; cellular automata and other | complex systems. Recommended preparation: ability to program in C | or C++
50626,LASN,PHYS-558A,1,3,3,Quantum Mechanics,C,,Y,12:00,13:50,TH,14,,"Zanardi, Paolo",KAP145,14,a: General formulation of quantum mechanics with applications; theory of measurement; exactly solvable problems; angular momentum formalism.
50628,LASN,PHYS-558B,60,3,3,Quantum Mechanics,C,,Y,14:00,15:50,TH,3,A,"Shakeshaft, Robin",ONLINE,3," | b: Approximation schemes and application to atomic and molecular physics and scattering theory; identical particles; electromagnetic properties of atoms."
50638,LASN,PHYS-594Z,1,0,0,Master's Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,
50642,LASN,PHYS-650,60,2,2,Topics in Current Research,C,,Y,15:00,15:50,T,6,A,"Bars, Itzhak",ONLINE,6,Course content will vary each year.  It will include topics of | current interest in research conducted in academica and industry.
50656,LASN,PHYS-692,1,3,6,Internship,C,,N,TBA,TBA,,0,,,OFFICE,0,"Field application of physics in a business or industry setting; | part-time employment.  Project to be jointly defined by student, | employer and professor.  Open to M.S., Physics for Business | Applications degree candidates only."
8775,LASN,PHYS-750O,1,3,3,Off Campus Studies,C,,Y,TBA,TBA,,4,,,OFFICE,4,Coursework taken on campus at Caltech as part of the Caltech-USC | cross-registration program.  Graded CR/NC.
50668,LASN,PHYS-790,1,1,12,Research,CL,,Y,TBA,TBA,,3,,,OFFICE,3,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
50676,LASN,PHYS-794D,1,2,2,Doctoral Dissertation,CL,,Y,TBA,TBA,,1,,,OFFICE,1,Credit on acceptance of dissertation.
50678,LASN,PHYS-794Z,1,0,0,Doctoral Dissertation,C,,Y,TBA,TBA,,10,,,OFFICE,10,
41421,LASN | MED,MEDS-490,1,2,4,Directed Research in Biomedical Science,C,N,Y,15:00,17:50,F,13,,"Liberman, Danica, B.",,13,Individual research and readings. Recommended preparation: MEDS 300 and MEDS 360. Not available for graduate credit.Prerequisite: BISC 220 or BISC 221) and CHEM 103 or CHEM 105a or CHEM115a.
41417,LASN | MED,MEDS-490,1,2,6,Directed Research in Biomedical Science,C,N,Y,15:00,17:00,F,10,,"Riddell, Jeffrey, C.",KAMB21,10,Individual research and readings. Recommended preparation: MEDS 300 and MEDS 360. Not available for graduate credit.Prerequisite: BISC 220 or BISC 221) and CHEM 103 or CHEM 105a or CHEM115a.
63503,LASO,CORE-101,1,4,4,Symbols and Conceptual Systems: Thematic Option Honors Progr,C,A,Y,10:00,11:50,MW,34,,"Albertson, David, C.",THH118,34,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis."
63507,LASO,CORE-101,1,4,4,Symbols and Conceptual Systems: Thematic Option Honors Progr,CD,,Y,16:00,18:50,W,19,,"Treuer, David, Robert",DMC111,19,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis."
63500,LASO,CORE-101,1,4,4,Symbols and Conceptual Systems: Thematic Option Honors Progr,CD,,Y,10:00,12:50,F,12,,"Lutkehaus, Nancy, Christine",DMC111,12,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis."
63506,LASO,CORE-101,1,4,4,Symbols and Conceptual Systems: Thematic Option Honors Progr,CD,,Y,9:30,10:50,TH,19,,"Desjardins, Miya Elise",THH115,19,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis."
63509,LASO,CORE-101,1,4,4,Symbols and Conceptual Systems: Thematic Option Honors Progr,CD,,Y,11:00,12:20,TH,19,,"McCann, Edwin",GFS229,19,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis."
63556,LASO,CORE-112,1,4,4,Writing Seminar II: Thematic Option Honors Program,C,,Y,12:30,13:50,TH,14,,"Narayanamurti, Krishna",AHF410G,14,Students may not take this course on a P/NP basis.
63505,LASO,CORE-101,1,0,0,Symbols and Conceptual Systems: Thematic Option Honors Progr,D,A,Y,12:00,12:50,F,14,,"Garcia, Jon, M",THH113,14,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis."
63504,LASO,CORE-101,1,0,0,Symbols and Conceptual Systems: Thematic Option Honors Progr,D,A,Y,11:00,11:50,F,20,,"Garcia, Jon, M",THH207,20,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis."
63511,LASO,CORE-101,1,0,0,Symbols and Conceptual Systems: Thematic Option Honors Progr,L,,Y,TBA,TBA,,25,,,OFFICE,25,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis."
